"",index,raw name,mz_time,Peak.Id,mz,rt,Compound,exact_mass,Add.name
"639",639,288.117787068064 / 71.8135719299316,288.1178 / 71.8,288.117787068064 / 71.8135719299316,288.1178,71.8,C09332,574.213575,M+2H
"640",640,288.124173862924 / 143.100006103516,288.1242 / 143.1,288.124173862924 / 143.100006103516,288.1242,143.1,C09332,574.213575,M+2H
"641",641,288.142166174938 / 104.400001525879,288.1422 / 104.4,288.142166174938 / 104.400001525879,288.1422,104.4,C08849,574.277798,M+2H
"642",642,288.148692588123 / 635.099975585938,288.1487 / 635.1,288.148692588123 / 635.099975585938,288.1487,635.1,C08793,574.314183,M+2H
"643",643,288.21511254735 / 999.299987792969,288.2151 / 999.3,288.21511254735 / 999.299987792969,288.2151,999.3,C02838,287.2097,M+H
"644",644,288.21516711402 / 911.700012207031,288.2152 / 911.7,288.21516711402 / 911.700012207031,288.2152,911.7,C02838,287.2097,M+H
"645",645,288.215040186513 / 917.399963378906,288.215 / 917.4,288.215040186513 / 917.399963378906,288.215,917.4,C02838,287.2097,M+H
"646",646,289.137632308236 / 567.600036621094,289.1376 / 567.6,289.137632308236 / 567.600036621094,289.1376,567.6,C09667,576.262422,M+2H
"647",647,290.133439391957 / 102.644969940186,290.1334 / 102.6,290.133439391957 / 102.644969940186,290.1334,102.6,C06541,578.262816,M+2H
"648",648,290.157591457481 / 152.099990844727,290.1576 / 152.1,290.157591457481 / 152.099990844727,290.1576,152.1,C06541,578.262816,M+2H
"649",649,290.157609876075 / 180.000015258789,290.1576 / 180,290.157609876075 / 180.000015258789,290.1576,180,C06541,578.262816,M+2H
"650",650,291.161294205069 / 152.099990844727,291.1613 / 152.1,291.161294205069 / 152.099990844727,291.1613,152.1,C04265,580.345877,M+2H
"651",651,291.161412396019 / 180.299987792969,291.1614 / 180.3,291.161412396019 / 180.299987792969,291.1614,180.3,C04265,580.345877,M+2H
"652",652,292.155977668382 / 627,292.156 / 627,292.155977668382 / 627,292.156,627,C06512,582.272987,M+2H
"653",653,292.155834997127 / 605.700042724609,292.1558 / 605.7,292.155834997127 / 605.700042724609,292.1558,605.7,C06512,582.272987,M+2H
"654",654,293.136526962253 / 839.400024414062,293.1365 / 839.4,293.136526962253 / 839.400024414062,293.1365,839.4,C00486,584.263485,M+2H
"655",655,295.083780278422 / 143.100006103516,295.0838 / 143.1,295.083780278422 / 143.100006103516,295.0838,143.1,C01576,588.184291,M+2H
"656",656,295.127710259011 / 473.699981689453,295.1277 / 473.7,295.127710259011 / 473.699981689453,295.1277,473.7,C21432,588.258698,M+2H
"657",657,296.147829256013 / 339,296.1478 / 339,296.147829256013 / 339,296.1478,339,C05791,590.310435,M+2H
"658",658,296.147906868398 / 417.899993896484,296.1479 / 417.9,296.147906868398 / 417.899993896484,296.1479,417.9,C05791,590.310435,M+2H
"659",659,296.211664299175 / 596.707061767578,296.2117 / 596.7,296.211664299175 / 596.707061767578,296.2117,596.7,C17568,590.43351,M+2H
"660",660,296.71324 / 596.700012207031,296.7132 / 596.7,296.71324 / 596.700012207031,296.7132,596.7,C08592,550.417466,M+ACN+2H
"661",661,297.10585110261 / 115.5,297.1059 / 115.5,297.10585110261 / 115.5,297.1059,115.5,C04275,592.179206,M+2H
"662",662,297.151151971929 / 339.015350341797,297.1512 / 339,297.151151971929 / 339.015350341797,297.1512,339,C05148,592.324748,M+2H
"663",663,297.142460301646 / 690,297.1425 / 690,297.142460301646 / 690,297.1425,690,C18021,592.26857,M+2H
"664",664,297.237318266823 / 1815.30004882812,297.2373 / 1815.3,297.237318266823 / 1815.30004882812,297.2373,1815.3,C08318,296.2351,M+H
"665",665,298.094718154606 / 314.699981689453,298.0947 / 314.7,298.094718154606 / 314.699981689453,298.0947,314.7,C03870,594.15847,M+2H
"666",666,298.112479938373 / 98.6999969482422,298.1125 / 98.7,298.112479938373 / 98.6999969482422,298.1125,98.7,C07389,594.182457,M+2H
"667",667,298.112394050313 / 116.099998474121,298.1124 / 116.1,298.112394050313 / 116.099998474121,298.1124,116.1,C07389,594.182457,M+2H
"668",668,298.162930610516 / 549.754760742188,298.1629 / 549.8,298.162930610516 / 549.754760742188,298.1629,549.8,C05793,594.341735,M+2H
"669",669,299.11548138878 / 98.6999969482422,299.1155 / 98.7,299.11548138878 / 98.6999969482422,299.1155,98.7,C08649,596.17412,M+2H
"670",670,299.126916344108 / 894.599975585938,299.1269 / 894.6,299.126916344108 / 894.599975585938,299.1269,894.6,C17906,596.215866,M+2H
"671",671,299.20476522166 / 668.399963378906,299.2048 / 668.4,299.20476522166 / 668.399963378906,299.2048,668.4,C05789,596.357385,M+2H
"672",672,299.234380564835 / 1215,299.2344 / 1215,299.234380564835 / 1215,299.2344,1215,C15881,596.459331,M+2H
"673",673,300.055637673546 / 91.5,300.0556 / 91.5,300.055637673546 / 91.5,300.0556,91.5,C21353,516.054626,M+2ACN+2H
"674",674,300.106305849354 / 77.0999984741211,300.1063 / 77.1,300.106305849354 / 77.0999984741211,300.1063,77.1,C11639,598.18977,M+2H
"675",675,300.153927547592 / 69,300.1539 / 69,300.153927547592 / 69,300.1539,69,C09201,598.256668,M+2H
"676",676,300.159350719712 / 960.588134765625,300.1594 / 960.6,300.159350719712 / 960.588134765625,300.1594,960.6,C21429,598.279433,M+2H
"677",677,300.178719800584 / 567.900024414062,300.1787 / 567.9,300.178719800584 / 567.900024414062,300.1787,567.9,C11980,598.350569,M+2H
"678",678,300.198109078129 / 1254.60003662109,300.1981 / 1254.6,300.198109078129 / 1254.60003662109,300.1981,1254.6,C11980,598.350569,M+2H
"679",679,300.215779825208 / 954.900024414062,300.2158 / 954.9,300.215779825208 / 954.900024414062,300.2158,954.9,C15928,598.40221,M+2H
"680",680,300.215782581042 / 1001.40002441406,300.2158 / 1001.4,300.215782581042 / 1001.40002441406,300.2158,1001.4,C15928,598.40221,M+2H
"681",681,301.13948100265 / 1714.79992675781,301.1395 / 1714.8,301.13948100265 / 1714.79992675781,301.1395,1714.8,C12408,600.220677,M+2H
"682",682,301.13780224373 / 456.599975585938,301.1378 / 456.6,301.13780224373 / 456.599975585938,301.1378,456.6,C12408,600.220677,M+2H
"683",683,301.139010571971 / 102.900001525879,301.139 / 102.9,301.139010571971 / 102.900001525879,301.139,102.9,C12408,600.220677,M+2H
"684",684,301.217947220863 / 954.900024414062,301.2179 / 954.9,301.217947220863 / 954.900024414062,301.2179,954.9,C15905,600.454246,M+2H
"685",685,302.140955517926 / 767.700012207031,302.141 / 767.7,302.140955517926 / 767.700012207031,302.141,767.7,C19705,602.27405,M+2H
"686",686,302.143884304831 / 60.0000019073486,302.1439 / 60,302.143884304831 / 60.0000019073486,302.1439,60,C19705,602.27405,M+2H
"687",687,302.158373052916 / 207.600006103516,302.1584 / 207.6,302.158373052916 / 207.600006103516,302.1584,207.6,C11956,602.345483,M+2H
"688",688,302.194053068145 / 776.100036621094,302.1941 / 776.1,302.194053068145 / 776.100036621094,302.1941,776.1,C09929,602.360739,M+2H
"689",689,302.193810940928 / 633.618133544922,302.1938 / 633.6,302.193810940928 / 633.618133544922,302.1938,633.6,C09929,602.360739,M+2H
"690",690,302.230453157986 / 1041.9091796875,302.2305 / 1041.9,302.230453157986 / 1041.9091796875,302.2305,1041.9,C07554,602.477106,M+2H
"691",691,302.230507123842 / 1060.80004882812,302.2305 / 1060.8,302.230507123842 / 1060.80004882812,302.2305,1060.8,C07554,602.477106,M+2H
"692",692,302.383459732163 / 1042.3056640625,302.3835 / 1042.3,,,,,,
"693",693,303.070051276992 / 128.100006103516,303.0701 / 128.1,303.070051276992 / 128.100006103516,303.0701,128.1,C20974,604.14282,M+2H
"694",694,303.072473046888 / 504.600006103516,303.0725 / 504.6,303.072473046888 / 504.600006103516,303.0725,504.6,C20974,604.14282,M+2H
"695",695,303.07222630551 / 512.700012207031,303.0722 / 512.7,303.07222630551 / 512.700012207031,303.0722,512.7,C20974,604.14282,M+2H
"696",696,303.099440394054 / 570.299987792969,303.0994 / 570.3,303.099440394054 / 570.299987792969,303.0994,570.3,C20573,604.185079,M+2H
"697",697,303.160900387543 / 207.899993896484,303.1609 / 207.9,303.160900387543 / 207.899993896484,303.1609,207.9,C08857,604.288362,M+2H
"698",698,303.193691131834 / 915.299987792969,303.1937 / 915.3,303.193691131834 / 915.299987792969,303.1937,915.3,C08632,604.397519,M+2H
"699",699,303.234595680497 / 1042.16400146484,303.2346 / 1042.2,303.234595680497 / 1042.16400146484,303.2346,1042.2,C06087,302.2246,M+H
"700",700,304.1277219037 / 600.155456542969,304.1277 / 600.2,304.1277219037 / 600.155456542969,304.1277,600.2,C09074,606.267627,M+2H
"701",701,304.149041926 / 279.300018310547,304.149 / 279.3,304.149041926 / 279.300018310547,304.149,279.3,C09074,606.267627,M+2H
"702",702,304.155698845414 / 813.599975585938,304.1557 / 813.6,304.155698845414 / 813.599975585938,304.1557,813.6,C09074,606.267627,M+2H
"703",703,304.173583269564 / 354.299987792969,304.1736 / 354.3,304.173583269564 / 354.299987792969,304.1736,354.3,C15719,565.270755,M+ACN+2H
"704",704,304.172281110861 / 172.800003051758,304.1723 / 172.8,304.172281110861 / 172.800003051758,304.1723,172.8,C15719,565.270755,M+ACN+2H
"705",705,304.173085238151 / 404.399993896484,304.1731 / 404.4,304.173085238151 / 404.399993896484,304.1731,404.4,C15719,565.270755,M+ACN+2H
"706",706,304.209967852293 / 744,304.21 / 744,304.209967852293 / 744,304.21,744,C20532,589.376724,M+H+NH4
"707",707,304.299374337713 / 1536,304.2994 / 1536,304.299374337713 / 1536,304.2994,1536,C11849,286.2508,M+NH4
"708",708,305.085349590846 / 205.800003051758,305.0853 / 205.8,305.085349590846 / 205.800003051758,305.0853,205.8,C10039,608.17412,M+2H
"709",709,305.131209134385 / 600.005554199219,305.1312 / 600,305.131209134385 / 600.005554199219,305.1312,600,C06539,608.273381,M+2H
"710",710,305.176991554854 / 354.299987792969,305.177 / 354.3,305.176991554854 / 354.299987792969,305.177,354.3,C09068,608.298533,M+2H
"711",711,305.213863074533 / 744,305.2139 / 744,305.213863074533 / 744,305.2139,744,C12001,567.377118,M+ACN+2H
"712",712,306.171881421313 / 863.700012207031,306.1719 / 863.7,306.171881421313 / 863.700012207031,306.1719,863.7,C11587,610.311498,M+2H
"713",713,307.109497787702 / 707.700012207031,307.1095 / 707.7,307.109497787702 / 707.700012207031,307.1095,707.7,C02880,612.222312,M+2H
"714",714,307.200741425902 / 1044.11383056641,307.2007 / 1044.1,307.200741425902 / 1044.11383056641,307.2007,1044.1,C09127,612.366219,M+2H
"715",715,308.1122126039 / 707.700012207031,308.1122 / 707.7,308.1122126039 / 707.700012207031,308.1122,707.7,C02139,614.237962,M+2H
"716",716,308.183439046224 / 940.799987792969,308.1834 / 940.8,308.183439046224 / 940.799987792969,308.1834,940.8,C09192,614.381869,M+2H
"717",717,310.084669358368 / 554.099975585938,310.0847 / 554.1,310.084669358368 / 554.099975585938,310.0847,554.1,C20975,618.15847,M+2H
"718",718,310.162673233188 / 572.710021972656,310.1627 / 572.7,310.162673233188 / 572.710021972656,310.1627,572.7,C08853,618.267627,M+2H
"719",719,310.199526634836 / 992.699981689453,310.1995 / 992.7,310.199526634836 / 992.699981689453,310.1995,992.7,C20533,601.340338,M+H+NH4
"720",720,310.199393633773 / 944.700012207031,310.1994 / 944.7,310.199393633773 / 944.700012207031,310.1994,944.7,C20533,601.340338,M+H+NH4
"721",721,310.199340465672 / 948.900024414062,310.1993 / 948.9,310.199340465672 / 948.900024414062,310.1993,948.9,C20533,601.340338,M+H+NH4
"722",722,311.06755313569 / 486.899993896484,311.0676 / 486.9,311.06755313569 / 486.899993896484,311.0676,486.9,C20359,620.076818,M+2H
"723",723,311.147534728611 / 838.5,311.1475 / 838.5,311.147534728611 / 838.5,311.1475,838.5,C08872,620.283277,M+2H
"724",724,311.183733341708 / 1345.5,311.1837 / 1345.5,311.183733341708 / 1345.5,311.1837,1345.5,C11365,603.281875,M+H+NH4
"725",725,311.202435600413 / 992.700012207031,311.2024 / 992.7,311.202435600413 / 992.700012207031,311.2024,992.7,C20584,603.392374,M+H+NH4
"726",726,312.128618982002 / 189.600006103516,312.1286 / 189.6,312.128618982002 / 189.600006103516,312.1286,189.6,C05346,622.269752,M+2H
"727",727,312.186986502779 / 1345.5,312.187 / 1345.5,312.186986502779 / 1345.5,312.187,1345.5,C11606,622.359117,M+2H
"728",728,312.215054117464 / 1072.20007324219,312.2151 / 1072.2,312.215054117464 / 1072.20007324219,312.2151,1072.2,C20760,581.356382,M+ACN+2H
"729",729,312.214867504927 / 1021.20001220703,312.2149 / 1021.2,312.214867504927 / 1021.20001220703,312.2149,1021.2,C20760,581.356382,M+ACN+2H
"730",730,312.214993595209 / 936.299987792969,312.215 / 936.3,312.214993595209 / 936.299987792969,312.215,936.3,C20760,581.356382,M+ACN+2H
"731",731,313.084305966399 / 470.100006103516,313.0843 / 470.1,313.084305966399 / 470.100006103516,313.0843,470.1,C03184,624.171502,M+2H
"732",732,313.13135656514 / 189.600006103516,313.1314 / 189.6,313.13135656514 / 189.600006103516,313.1314,189.6,C17431,624.262935,M+2H
"733",733,313.218942685929 / 1072.20007324219,313.2189 / 1072.2,313.218942685929 / 1072.20007324219,313.2189,1072.2,C15885,624.41786,M+2H
"734",734,313.218775990795 / 936.299987792969,313.2188 / 936.3,313.218775990795 / 936.299987792969,313.2188,936.3,C15885,624.41786,M+2H
"735",735,313.666571552701 / 560.399963378906,313.6666 / 560.4,313.666571552701 / 560.399963378906,313.6666,560.4,C02166,625.303301,M+2H
"736",736,313.665502080544 / 565.799987792969,313.6655 / 565.8,313.665502080544 / 565.799987792969,313.6655,565.8,C02166,625.303301,M+2H
"737",737,314.231242676804 / 1101.90002441406,314.2312 / 1101.9,314.231242676804 / 1101.90002441406,314.2312,1101.9,C07534,296.1776,M+NH4
"738",738,314.231383185807 / 1088.40002441406,314.2314 / 1088.4,314.231383185807 / 1088.40002441406,314.2314,1088.4,C07534,296.1776,M+NH4
"739",739,314.231162747782 / 1059.29992675781,314.2312 / 1059.3,314.231162747782 / 1059.29992675781,314.2312,1059.3,C07534,296.1776,M+NH4
"740",740,315.23470622163 / 1101.90002441406,315.2347 / 1101.9,315.23470622163 / 1101.90002441406,315.2347,1101.9,C16278,628.44916,M+2H
"741",741,316.173585451989 / 536.099975585938,316.1736 / 536.1,316.173585451989 / 536.099975585938,316.1736,536.1,C07465,630.345106,M+2H
"742",742,316.173219198015 / 477.899993896484,316.1732 / 477.9,316.173219198015 / 477.899993896484,316.1732,477.9,C07465,630.345106,M+2H
"743",743,316.192670361727 / 930.299987792969,316.1927 / 930.3,316.192670361727 / 930.299987792969,316.1927,930.3,C07465,630.345106,M+2H
"744",744,316.209554111643 / 718.799926757812,316.2096 / 718.8,316.209554111643 / 718.799926757812,316.2096,718.8,C20624,630.450423,M+2H
"745",745,316.246312626405 / 1206,316.2463 / 1206,316.246312626405 / 1206,316.2463,1206,C20624,630.450423,M+2H
"746",746,316.246104503561 / 1161.60009765625,316.2461 / 1161.6,316.246104503561 / 1161.60009765625,316.2461,1161.6,C20624,630.450423,M+2H
"747",747,317.128540897448 / 461.700012207031,317.1285 / 461.7,317.128540897448 / 461.700012207031,317.1285,461.7,C09608,632.288637,M+2H
"748",748,317.176445155634 / 536.100006103516,317.1764 / 536.1,317.176445155634 / 536.100006103516,317.1764,536.1,C09200,632.372641,M+2H
"749",749,317.630537857915 / 461.700012207031,317.6305 / 461.7,317.630537857915 / 461.700012207031,317.6305,461.7,C20070,633.285716,M+2H
"750",750,318.127315311113 / 461.700012207031,318.1273 / 461.7,318.127315311113 / 461.700012207031,318.1273,461.7,C12045,634.265709,M+2H
"751",751,318.160088606825 / 621.599975585938,318.1601 / 621.6,318.160088606825 / 621.599975585938,318.1601,621.6,C06540,634.289031,M+2H
"752",752,318.17121323733 / 493.491516113281,318.1712 / 493.5,318.17121323733 / 493.491516113281,318.1712,493.5,C06540,634.289031,M+2H
"753",753,318.190091184059 / 586.200012207031,318.1901 / 586.2,318.190091184059 / 586.200012207031,318.1901,586.2,C19763,634.408083,M+2H
"754",754,318.208438053396 / 982.200012207031,318.2084 / 982.2,318.208438053396 / 982.200012207031,318.2084,982.2,C19763,634.408083,M+2H
"755",755,319.163968624578 / 667.200012207031,319.164 / 667.2,319.163968624578 / 667.200012207031,319.164,667.2,C09369,636.283552,M+2H
"756",756,319.193463866718 / 586.200012207031,319.1935 / 586.2,319.193463866718 / 586.200012207031,319.1935,586.2,C13927,636.407129,M+2H
"757",757,319.184194583317 / 145.737274169922,319.1842 / 145.7,319.184194583317 / 145.737274169922,319.1842,145.7,C12098,636.341067,M+2H
"758",758,320.139058395664 / 618.007995605469,320.1391 / 618,320.139058395664 / 618.007995605469,320.1391,618,C17430,638.2422,M+2H
"759",759,320.167131602124 / 667.200012207031,320.1671 / 667.2,320.167131602124 / 667.200012207031,320.1671,667.2,C09161,638.345483,M+2H
"760",760,321.079872951093 / 85.5,321.0799 / 85.5,321.079872951093 / 85.5,321.0799,85.5,C09181,640.179206,M+2H
"761",761,321.142749196837 / 618,321.1427 / 618,321.142749196837 / 618,321.1427,618,C06834,558.253,M+2ACN+2H
"762",762,322.075304530339 / 70.5,322.0753 / 70.5,322.075304530339 / 70.5,322.0753,70.5,C19762,625.140475,M+H+NH4
"763",763,323.116025146394 / 235.199996948242,323.116 / 235.2,323.116025146394 / 235.199996948242,323.116,235.2,C16307,627.156125,M+H+NH4
"764",764,324.121756010568 / 828.900024414062,324.1218 / 828.9,324.121756010568 / 828.900024414062,324.1218,828.9,C19965,646.195644,M+2H
"765",765,326.036729382821 / 394.499984741211,326.0367 / 394.5,326.036729382821 / 394.499984741211,326.0367,394.5,C10147,325.0299,M+H
"766",766,326.086403090655 / 78.5999984741211,326.0864 / 78.6,326.086403090655 / 78.5999984741211,326.0864,78.6,C05622,650.1483,M+2H
"767",767,326.08678673221 / 300.299987792969,326.0868 / 300.3,326.08678673221 / 300.299987792969,326.0868,300.3,C05622,650.1483,M+2H
"768",768,326.086402931209 / 258.299987792969,326.0864 / 258.3,326.086402931209 / 258.299987792969,326.0864,258.3,C05622,650.1483,M+2H
"769",769,326.08561910165 / 468.600006103516,326.0856 / 468.6,326.08561910165 / 468.600006103516,326.0856,468.6,C05622,650.1483,M+2H
"770",770,326.144514821415 / 126.300003051758,326.1445 / 126.3,326.144514821415 / 126.300003051758,326.1445,126.3,C06740,650.257456,M+2H
"771",771,326.194774772967 / 1021.74432373047,326.1948 / 1021.7,326.194774772967 / 1021.74432373047,326.1948,1021.7,C09561,650.330227,M+2H
"772",772,326.230855256519 / 856.799987792969,326.2309 / 856.8,326.230855256519 / 856.799987792969,326.2309,856.8,C06098,568.428031,M+2ACN+2H
"773",773,327.14662738676 / 126.300003051758,327.1466 / 126.3,327.14662738676 / 126.300003051758,327.1466,126.3,C08657,652.299596,M+2H
"774",774,327.15356961659 / 265.500030517578,327.1536 / 265.5,327.15356961659 / 265.500030517578,327.1536,265.5,C08657,652.299596,M+2H
"775",775,327.197261720733 / 1021.79754638672,327.1973 / 1021.8,327.197261720733 / 1021.79754638672,327.1973,1021.8,C07919,652.351237,M+2H
"776",776,327.234019577081 / 856.799987792969,327.234 / 856.8,327.234019577081 / 856.799987792969,327.234,856.8,C20332,570.443681,M+2ACN+2H
"777",777,328.101611150804 / 592.5,328.1016 / 592.5,328.101611150804 / 592.5,328.1016,592.5,C14863,654.162527,M+2H
"778",778,328.101855535499 / 445.500030517578,328.1019 / 445.5,328.101855535499 / 445.500030517578,328.1019,445.5,C14863,654.162527,M+2H
"779",779,328.210860925848 / 825.300048828125,328.2109 / 825.3,328.210860925848 / 825.300048828125,328.2109,825.3,C04216,654.381427,M+2H
"780",780,328.210569570957 / 686.700012207031,328.2106 / 686.7,328.210569570957 / 686.700012207031,328.2106,686.7,C04216,654.381427,M+2H
"781",781,328.210379575071 / 883.5,328.2104 / 883.5,328.210379575071 / 883.5,328.2104,883.5,C04216,654.381427,M+2H
"782",782,328.210753845399 / 575.400024414062,328.2108 / 575.4,328.210753845399 / 575.400024414062,328.2108,575.4,C04216,654.381427,M+2H
"783",783,328.247136044781 / 1195.50012207031,328.2471 / 1195.5,328.247136044781 / 1195.50012207031,328.2471,1195.5,C07551,572.455308,M+2ACN+2H
"784",784,329.250448789543 / 1195.57501220703,329.2504 / 1195.6,329.250448789543 / 1195.57501220703,329.2504,1195.6,C07311,328.2515,M+H
"785",785,330.058815768643 / 73.5,330.0588 / 73.5,330.058815768643 / 73.5,330.0588,73.5,C20565,658.105039,M+2H
"786",786,330.081239821388 / 237.299987792969,330.0812 / 237.3,330.081239821388 / 237.299987792969,330.0812,237.3,C20565,658.105039,M+2H
"787",787,330.164966012139 / 444,330.165 / 444,330.164966012139 / 444,330.165,444,C21261,658.290881,M+2H
"788",788,330.189706042995 / 616.538330078125,330.1897 / 616.5,330.189706042995 / 616.538330078125,330.1897,616.5,C10619,641.319997,M+H+NH4
"789",789,330.189814116534 / 641.700012207031,330.1898 / 641.7,330.189814116534 / 641.700012207031,330.1898,641.7,C10619,641.319997,M+H+NH4
"790",790,330.225796642049 / 917.399963378906,330.2258 / 917.4,330.225796642049 / 917.399963378906,330.2258,917.4,C08596,658.42334,M+2H
"791",791,330.225905259173 / 857.699951171875,330.2259 / 857.7,330.225905259173 / 857.699951171875,330.2259,857.7,C08596,658.42334,M+2H
"792",792,330.225714393041 / 842.099975585938,330.2257 / 842.1,330.225714393041 / 842.099975585938,330.2257,842.1,C08596,658.42334,M+2H
"793",793,330.225802047195 / 1045.80004882812,330.2258 / 1045.8,330.225802047195 / 1045.80004882812,330.2258,1045.8,C08596,658.42334,M+2H
"794",794,330.225401809813 / 962.699951171875,330.2254 / 962.7,330.225401809813 / 962.699951171875,330.2254,962.7,C08596,658.42334,M+2H
"795",795,331.193216422734 / 617.25,331.1932 / 617.2,331.193216422734 / 617.25,331.1932,617.2,C11304,643.313865,M+H+NH4
"796",796,331.22573131524 / 969.900085449219,331.2257 / 969.9,331.22573131524 / 969.900085449219,331.2257,969.9,C09153,660.423734,M+2H
"797",797,331.229219611637 / 857.683349609375,331.2292 / 857.7,331.229219611637 / 857.683349609375,331.2292,857.7,C09153,660.423734,M+2H
"798",798,332.138874864059 / 634.800048828125,332.1389 / 634.8,332.138874864059 / 634.800048828125,332.1389,634.8,C19512,645.262394,M+H+NH4
"799",799,332.188707985223 / 970.5,332.1887 / 970.5,332.188707985223 / 970.5,332.1887,970.5,C06091,645.314911,M+H+NH4
"800",800,332.205238028148 / 678.900024414062,332.2052 / 678.9,332.205238028148 / 678.900024414062,332.2052,678.9,C15751,621.384997,M+ACN+2H
"801",801,332.241563718359 / 875.100036621094,332.2416 / 875.1,332.241563718359 / 875.100036621094,332.2416,875.1,C15967,580.391646,M+2ACN+2H
"802",802,332.241423278279 / 789.899963378906,332.2414 / 789.9,332.241423278279 / 789.899963378906,332.2414,789.9,C15967,580.391646,M+2ACN+2H
"803",803,332.24093033744 / 1003.50006103516,332.2409 / 1003.5,332.24093033744 / 1003.50006103516,332.2409,1003.5,C15967,580.391646,M+2ACN+2H
"804",804,333.142550104167 / 634.800048828125,333.1426 / 634.8,333.142550104167 / 634.800048828125,333.1426,634.8,C01266,647.252736,M+H+NH4
"805",805,333.165300130379 / 1345.5,333.1653 / 1345.5,333.165300130379 / 1345.5,333.1653,1345.5,C15852,664.354425,M+2H
"806",806,333.209244249433 / 678.900024414062,333.2092 / 678.9,333.209244249433 / 678.900024414062,333.2092,678.9,C08968,664.382263,M+2H
"807",807,334.118947690969 / 820.800048828125,334.1189 / 820.8,334.118947690969 / 820.800048828125,334.1189,820.8,C00182,666.221858,M+2H
"808",808,334.185104180488 / 231.300003051758,334.1851 / 231.3,334.185104180488 / 231.300003051758,334.1851,231.3,C08662,666.315246,M+2H
"809",809,336.182418622006 / 489.300018310547,336.1824 / 489.3,336.182418622006 / 489.300018310547,336.1824,489.3,C13299,670.392827,M+2H
"810",810,337.104503305666 / 1476.90002441406,337.1045 / 1476.9,337.104503305666 / 1476.90002441406,337.1045,1476.9,C08718,655.187425,M+H+NH4
"811",811,337.131613193757 / 141.600006103516,337.1316 / 141.6,337.131613193757 / 141.600006103516,337.1316,141.6,C08718,655.187425,M+H+NH4
"812",812,337.175143581426 / 671.063415527344,337.1751 / 671.1,337.175143581426 / 671.063415527344,337.1751,671.1,C12247,655.299261,M+H+NH4
"813",813,338.086509868421 / 549,338.0865 / 549,338.086509868421 / 549,338.0865,549,C03997,337.0675,M+H
"814",814,338.134663687307 / 141.388900756836,338.1347 / 141.4,338.134663687307 / 141.388900756836,338.1347,141.4,C08786,674.293842,M+2H
"815",815,338.143466750954 / 446.100006103516,338.1435 / 446.1,338.143466750954 / 446.100006103516,338.1435,446.1,C08786,674.293842,M+2H
"816",816,338.177494594518 / 671.100006103516,338.1775 / 671.1,338.177494594518 / 671.100006103516,338.1775,671.1,C08935,674.366613,M+2H
"817",817,338.231362797181 / 1093.50006103516,338.2314 / 1093.5,338.231362797181 / 1093.50006103516,338.2314,1093.5,C13889,674.488656,M+2H
"818",818,338.339709976864 / 2082.89990234375,338.3397 / 2082.9,338.339709976864 / 2082.89990234375,338.3397,2082.9,C01389,296.3079,M+ACN+H
"819",819,338.434439651445 / 603.299987792969,338.4344 / 603.3,,,,,,
"820",820,338.434052313223 / 607.209411621094,338.4341 / 607.2,,,,,,
"821",821,338.684679983085 / 603.299957275391,338.6847 / 603.3,338.684679983085 / 603.299957275391,338.6847,603.3,C08692,675.325476,M+2H
"822",822,338.684789908754 / 607.301055908203,338.6848 / 607.3,338.684789908754 / 607.301055908203,338.6848,607.3,C08692,675.325476,M+2H
"823",823,338.935622089134 / 605.974578857422,338.9356 / 606,338.935622089134 / 605.974578857422,338.9356,606,C14520,320.895,M+NH4
"824",824,339.124604811221 / 461.699981689453,339.1246 / 461.7,339.124604811221 / 461.699981689453,339.1246,461.7,C12954,676.252951,M+2H
"825",825,339.625459011894 / 461.699981689453,339.6255 / 461.7,339.625459011894 / 461.699981689453,339.6255,461.7,C12381,660.20542,M+H+NH4
"826",826,340.101407357798 / 627.299987792969,340.1014 / 627.3,340.101407357798 / 627.299987792969,340.1014,627.3,C03580,661.210871,M+H+NH4
"827",827,340.101699947856 / 128.400009155273,340.1017 / 128.4,340.101699947856 / 128.400009155273,340.1017,128.4,C03580,661.210871,M+H+NH4
"828",828,340.131314847784 / 810.600036621094,340.1313 / 810.6,340.131314847784 / 810.600036621094,340.1313,810.6,C01138,661.232,M+H+NH4
"829",829,340.131438507009 / 906,340.1314 / 906,340.131438507009 / 906,340.1314,906,C01138,661.232,M+H+NH4
"830",830,340.131355998437 / 961.499938964844,340.1314 / 961.5,340.131355998437 / 961.499938964844,340.1314,961.5,C01138,661.232,M+H+NH4
"831",831,340.152722198302 / 828.900024414062,340.1527 / 828.9,340.152722198302 / 828.900024414062,340.1527,828.9,C08655,661.309826,M+H+NH4
"832",832,340.174762735026 / 591.190307617188,340.1748 / 591.2,340.174762735026 / 591.190307617188,340.1748,591.2,C08655,661.309826,M+H+NH4
"833",833,340.316292751173 / 828.900024414062,340.3163 / 828.9,340.316292751173 / 828.900024414062,340.3163,828.9,C16535,298.2872,M+ACN+H
"834",834,341.156207051406 / 828.900024414062,341.1562 / 828.9,341.156207051406 / 828.900024414062,341.1562,828.9,C08091,663.301192,M+H+NH4
"835",835,341.16961687688 / 612.642181396484,341.1696 / 612.6,341.16961687688 / 612.642181396484,341.1696,612.6,C08091,663.301192,M+H+NH4
"836",836,342.159320486793 / 828.900024414062,342.1593 / 828.9,342.159320486793 / 828.900024414062,342.1593,828.9,C08699,682.346546,M+2H
